Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Shanghai,PM2.5 - Principal,2021-07-26 04:00 AM,2021,07,26,04,7.4,31,Good,8.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 05:00 AM,2021,07,26,05,5.7,24,Good,4.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 06:00 AM,2021,07,26,06,4.3,18,Good,3.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 07:00 AM,2021,07,26,07,4.1,17,Good,4.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 08:00 AM,2021,07,26,08,2.5,10,Good,1.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 09:00 AM,2021,07,26,09,2.2,9,Good,2.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 10:00 AM,2021,07,26,10,3.6,15,Good,5.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 11:00 AM,2021,07,26,11,3.8,16,Good,4.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 12:00 PM,2021,07,26,12,1.9,8,Good,0.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 01:00 PM,2021,07,26,13,0.0,0,Good,-2.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 02:00 PM,2021,07,26,14,1.9,8,Good,4.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 03:00 PM,2021,07,26,15,2.4,10,Good,3.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 04:00 PM,2021,07,26,16,1.7,7,Good,1.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 05:00 PM,2021,07,26,17,1.8,8,Good,2.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 06:00 PM,2021,07,26,18,3.9,16,Good,6.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 07:00 PM,2021,07,26,19,4.9,20,Good,6.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 08:00 PM,2021,07,26,20,4.4,18,Good,4.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 09:00 PM,2021,07,26,21,3.2,13,Good,2.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 10:00 PM,2021,07,26,22,2.6,11,Good,2.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-26 11:00 PM,2021,07,26,23,0.8,3,Good,-1.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 12:00 AM,2021,07,27,00,3.4,14,Good,6.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 01:00 AM,2021,07,27,01,5.2,22,Good,7.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 02:00 AM,2021,07,27,02,6.1,25,Good,7.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 03:00 AM,2021,07,27,03,8.0,33,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 04:00 AM,2021,07,27,04,8.0,33,Good,8.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 05:00 AM,2021,07,27,05,8.0,33,Good,8.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 06:00 AM,2021,07,27,06,10.0,42,Good,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 07:00 AM,2021,07,27,07,9.0,38,Good,8.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 08:00 AM,2021,07,27,08,9.5,40,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 09:00 AM,2021,07,27,09,9.7,40,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 10:00 AM,2021,07,27,10,9.8,41,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 11:00 AM,2021,07,27,11,9.9,41,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 12:00 PM,2021,07,27,12,9.8,41,Good,-999.0,UG/M3,1 Hr,Missing
Shanghai,PM2.5 - Principal,2021-07-27 01:00 PM,2021,07,27,13,8.8,37,Good,8.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 02:00 PM,2021,07,27,14,9.8,41,Good,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 03:00 PM,2021,07,27,15,10.2,43,Good,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 04:00 PM,2021,07,27,16,10.5,44,Good,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 05:00 PM,2021,07,27,17,12.7,52,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 06:00 PM,2021,07,27,18,11.4,48,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 07:00 PM,2021,07,27,19,13.1,53,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 08:00 PM,2021,07,27,20,12.5,52,Moderate,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 09:00 PM,2021,07,27,21,10.9,45,Good,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 10:00 PM,2021,07,27,22,10.0,42,Good,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-27 11:00 PM,2021,07,27,23,10.4,43,Good,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 12:00 AM,2021,07,28,00,11.1,46,Good,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 01:00 AM,2021,07,28,01,10.2,43,Good,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 02:00 AM,2021,07,28,02,8.0,33,Good,6.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 03:00 AM,2021,07,28,03,8.5,35,Good,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 04:00 AM,2021,07,28,04,7.2,30,Good,6.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 05:00 AM,2021,07,28,05,6.6,28,Good,6.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 06:00 AM,2021,07,28,06,6.8,28,Good,7.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 07:00 AM,2021,07,28,07,8.4,35,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 08:00 AM,2021,07,28,08,7.7,32,Good,7.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 09:00 AM,2021,07,28,09,8.3,35,Good,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 10:00 AM,2021,07,28,10,9.1,38,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 11:00 AM,2021,07,28,11,12.5,52,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 12:00 PM,2021,07,28,12,16.7,61,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 01:00 PM,2021,07,28,13,17.8,63,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 02:00 PM,2021,07,28,14,18.4,64,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 03:00 PM,2021,07,28,15,19.2,66,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 04:00 PM,2021,07,28,16,18.6,65,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 05:00 PM,2021,07,28,17,19.8,67,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 06:00 PM,2021,07,28,18,13.4,54,Moderate,7.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 07:00 PM,2021,07,28,19,15.2,58,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 08:00 PM,2021,07,28,20,14.1,55,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 09:00 PM,2021,07,28,21,14.5,56,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 10:00 PM,2021,07,28,22,13.2,53,Moderate,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-28 11:00 PM,2021,07,28,23,12.1,51,Moderate,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 12:00 AM,2021,07,29,00,14.0,55,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 01:00 AM,2021,07,29,01,13.0,53,Moderate,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 02:00 AM,2021,07,29,02,11.5,48,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 03:00 AM,2021,07,29,03,10.7,45,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 04:00 AM,2021,07,29,04,13.8,55,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 05:00 AM,2021,07,29,05,12.4,52,Moderate,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 06:00 AM,2021,07,29,06,14.9,57,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 07:00 AM,2021,07,29,07,17.6,63,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 08:00 AM,2021,07,29,08,16.8,61,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 09:00 AM,2021,07,29,09,21.4,71,Moderate,26.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 10:00 AM,2021,07,29,10,20.2,68,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 11:00 AM,2021,07,29,11,21.1,70,Moderate,22.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 12:00 PM,2021,07,29,12,24.0,76,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 01:00 PM,2021,07,29,13,18.5,64,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 02:00 PM,2021,07,29,14,22.7,73,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 03:00 PM,2021,07,29,15,27.3,83,Moderate,32.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 04:00 PM,2021,07,29,16,25.1,78,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 05:00 PM,2021,07,29,17,25.5,79,Moderate,26.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 06:00 PM,2021,07,29,18,22.2,72,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 07:00 PM,2021,07,29,19,22.1,72,Moderate,22.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 08:00 PM,2021,07,29,20,27.0,82,Moderate,32.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 09:00 PM,2021,07,29,21,25.0,78,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 10:00 PM,2021,07,29,22,29.0,87,Moderate,33.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-29 11:00 PM,2021,07,29,23,33.5,96,Moderate,38.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 12:00 AM,2021,07,30,00,30.2,89,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 01:00 AM,2021,07,30,01,28.6,86,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 02:00 AM,2021,07,30,02,26.3,81,Moderate,24.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 03:00 AM,2021,07,30,03,23.1,74,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 04:00 AM,2021,07,30,04,22.0,72,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 05:00 AM,2021,07,30,05,19.5,67,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 06:00 AM,2021,07,30,06,18.7,65,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 07:00 AM,2021,07,30,07,17.3,62,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 08:00 AM,2021,07,30,08,16.6,60,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 09:00 AM,2021,07,30,09,17.8,63,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 10:00 AM,2021,07,30,10,16.9,61,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 11:00 AM,2021,07,30,11,17.8,63,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 12:00 PM,2021,07,30,12,22.2,72,Moderate,28.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 01:00 PM,2021,07,30,13,20.4,68,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 02:00 PM,2021,07,30,14,23.2,74,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 03:00 PM,2021,07,30,15,25.2,79,Moderate,28.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 04:00 PM,2021,07,30,16,29.9,88,Moderate,34.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 05:00 PM,2021,07,30,17,33.4,96,Moderate,37.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 06:00 PM,2021,07,30,18,31.7,92,Moderate,30.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 07:00 PM,2021,07,30,19,32.3,93,Moderate,33.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 08:00 PM,2021,07,30,20,35.1,99,Moderate,38.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 09:00 PM,2021,07,30,21,30.0,89,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 10:00 PM,2021,07,30,22,31.5,92,Moderate,33.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-30 11:00 PM,2021,07,30,23,32.2,93,Moderate,33.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 12:00 AM,2021,07,31,00,32.6,94,Moderate,33.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 01:00 AM,2021,07,31,01,32.6,94,Moderate,33.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 02:00 AM,2021,07,31,02,34.9,99,Moderate,39.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 03:00 AM,2021,07,31,03,37.4,106,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 04:00 AM,2021,07,31,04,38.4,108,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 05:00 AM,2021,07,31,05,39.0,110,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 06:00 AM,2021,07,31,06,43.5,121,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 07:00 AM,2021,07,31,07,42.8,119,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 08:00 AM,2021,07,31,08,42.9,119,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 09:00 AM,2021,07,31,09,42.1,117,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 10:00 AM,2021,07,31,10,42.4,118,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 11:00 AM,2021,07,31,11,40.7,114,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 12:00 PM,2021,07,31,12,39.5,111,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-07-31 01:00 PM,2021,07,31,13,40.1,112,Unhealthy for Sensitive Groups,-999.0,UG/M3,1 Hr,Missing
Shanghai,PM2.5 - Principal,2021-08-02 12:00 PM,2021,08,02,12,-999.0,-999,N/A,68.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-02 01:00 PM,2021,08,02,13,26.6,81,Moderate,6.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-02 02:00 PM,2021,08,02,14,17.7,63,Moderate,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-02 03:00 PM,2021,08,02,15,11.4,48,Good,6.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-02 04:00 PM,2021,08,02,16,9.1,38,Good,7.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-02 05:00 PM,2021,08,02,17,9.0,38,Good,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-02 06:00 PM,2021,08,02,18,12.0,50,Good,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-02 07:00 PM,2021,08,02,19,12.5,52,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-02 08:00 PM,2021,08,02,20,10.7,45,Good,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-02 09:00 PM,2021,08,02,21,10.3,43,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-02 10:00 PM,2021,08,02,22,9.6,40,Good,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-02 11:00 PM,2021,08,02,23,12.8,52,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-03 12:00 AM,2021,08,03,00,9.9,41,Good,7.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-03 01:00 AM,2021,08,03,01,8.4,35,Good,7.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-03 02:00 AM,2021,08,03,02,6.7,28,Good,5.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-03 03:00 AM,2021,08,03,03,6.7,28,Good,-999.0,UG/M3,1 Hr,Missing
Shanghai,PM2.5 - Principal,2021-08-05 07:00 PM,2021,08,05,19,-999.0,-999,N/A,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-05 08:00 PM,2021,08,05,20,9.5,40,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-05 09:00 PM,2021,08,05,21,9.3,39,Good,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-05 10:00 PM,2021,08,05,22,10.3,43,Good,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-05 11:00 PM,2021,08,05,23,13.7,54,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 12:00 AM,2021,08,06,00,10.9,45,Good,8.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 01:00 AM,2021,08,06,01,10.4,43,Good,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 02:00 AM,2021,08,06,02,9.2,38,Good,8.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 03:00 AM,2021,08,06,03,6.6,28,Good,4.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 04:00 AM,2021,08,06,04,5.8,24,Good,5.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 05:00 AM,2021,08,06,05,7.4,31,Good,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 06:00 AM,2021,08,06,06,9.2,38,Good,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 07:00 AM,2021,08,06,07,8.1,34,Good,7.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 08:00 AM,2021,08,06,08,12.5,52,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 09:00 AM,2021,08,06,09,9.2,38,Good,6.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 10:00 AM,2021,08,06,10,7.6,32,Good,6.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 11:00 AM,2021,08,06,11,7.8,33,Good,8.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 12:00 PM,2021,08,06,12,6.9,29,Good,6.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 01:00 PM,2021,08,06,13,10.4,43,Good,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 02:00 PM,2021,08,06,14,9.7,40,Good,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 03:00 PM,2021,08,06,15,10.8,45,Good,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 04:00 PM,2021,08,06,16,11.4,48,Good,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 05:00 PM,2021,08,06,17,12.2,51,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 06:00 PM,2021,08,06,18,13.1,53,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 07:00 PM,2021,08,06,19,14.5,56,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 08:00 PM,2021,08,06,20,13.2,53,Moderate,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 09:00 PM,2021,08,06,21,16.6,60,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 10:00 PM,2021,08,06,22,15.3,58,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-06 11:00 PM,2021,08,06,23,14.6,56,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 12:00 AM,2021,08,07,00,11.8,49,Good,9.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 01:00 AM,2021,08,07,01,12.9,53,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 02:00 AM,2021,08,07,02,11.9,50,Good,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 03:00 AM,2021,08,07,03,12.9,53,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 04:00 AM,2021,08,07,04,13.4,54,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 05:00 AM,2021,08,07,05,13.2,53,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 06:00 AM,2021,08,07,06,12.1,51,Moderate,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 07:00 AM,2021,08,07,07,13.0,53,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 08:00 AM,2021,08,07,08,15.0,57,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 09:00 AM,2021,08,07,09,11.0,46,Good,7.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 10:00 AM,2021,08,07,10,12.0,50,Good,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 11:00 AM,2021,08,07,11,13.5,54,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 12:00 PM,2021,08,07,12,16.2,60,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 01:00 PM,2021,08,07,13,17.6,63,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 02:00 PM,2021,08,07,14,18.3,64,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 03:00 PM,2021,08,07,15,16.1,59,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 04:00 PM,2021,08,07,16,17.0,61,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 05:00 PM,2021,08,07,17,13.5,54,Moderate,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 06:00 PM,2021,08,07,18,14.2,55,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 07:00 PM,2021,08,07,19,12.1,51,Moderate,10.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2021-08-07 08:00 PM,2021,08,07,20,11.5,48,Good,11.0,UG/M3,1 Hr,Valid
