Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Shanghai,PM2.5 - Principal,2020-01-02 07:00 AM,2020,01,02,07,12.7,52,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 08:00 AM,2020,01,02,08,13.8,55,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 09:00 AM,2020,01,02,09,15.2,58,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 10:00 AM,2020,01,02,10,19.3,66,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 11:00 AM,2020,01,02,11,20.1,68,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 12:00 PM,2020,01,02,12,19.6,67,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 01:00 PM,2020,01,02,13,22.3,72,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 02:00 PM,2020,01,02,14,21.1,70,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 03:00 PM,2020,01,02,15,20.5,69,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 04:00 PM,2020,01,02,16,19.7,67,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 05:00 PM,2020,01,02,17,22.3,72,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 06:00 PM,2020,01,02,18,26.7,82,Moderate,31.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 07:00 PM,2020,01,02,19,32.8,95,Moderate,39.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 08:00 PM,2020,01,02,20,36.4,103,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 09:00 PM,2020,01,02,21,37.7,106,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 10:00 PM,2020,01,02,22,36.8,104,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-02 11:00 PM,2020,01,02,23,37.4,106,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 12:00 AM,2020,01,03,00,35.2,100,Moderate,33.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 01:00 AM,2020,01,03,01,36.1,102,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 02:00 AM,2020,01,03,02,37.5,106,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 03:00 AM,2020,01,03,03,40.7,114,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 04:00 AM,2020,01,03,04,42.9,119,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 05:00 AM,2020,01,03,05,40.4,113,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 06:00 AM,2020,01,03,06,39.9,112,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 07:00 AM,2020,01,03,07,39.6,111,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 08:00 AM,2020,01,03,08,42.3,118,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 09:00 AM,2020,01,03,09,46.1,127,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 10:00 AM,2020,01,03,10,49.4,135,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 11:00 AM,2020,01,03,11,52.3,142,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 12:00 PM,2020,01,03,12,52.5,143,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 01:00 PM,2020,01,03,13,50.9,139,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 02:00 PM,2020,01,03,14,46.2,127,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 03:00 PM,2020,01,03,15,38.6,109,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 04:00 PM,2020,01,03,16,38.6,109,Unhealthy for Sensitive Groups,-999.0,UG/M3,1 Hr,Missing
Shanghai,PM2.5 - Principal,2020-01-03 05:00 PM,2020,01,03,17,23.1,74,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 06:00 PM,2020,01,03,18,20.7,69,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 07:00 PM,2020,01,03,19,22.4,73,Moderate,24.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 08:00 PM,2020,01,03,20,20.1,68,Moderate,18.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 09:00 PM,2020,01,03,21,18.0,63,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 10:00 PM,2020,01,03,22,15.4,58,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-03 11:00 PM,2020,01,03,23,17.7,63,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 12:00 AM,2020,01,04,00,21.3,70,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 01:00 AM,2020,01,04,01,22.1,72,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 02:00 AM,2020,01,04,02,27.5,83,Moderate,33.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 03:00 AM,2020,01,04,03,27.7,84,Moderate,28.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 04:00 AM,2020,01,04,04,30.8,90,Moderate,34.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 05:00 AM,2020,01,04,05,36.9,104,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 06:00 AM,2020,01,04,06,42.4,118,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 07:00 AM,2020,01,04,07,42.2,117,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 08:00 AM,2020,01,04,08,37.6,106,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 09:00 AM,2020,01,04,09,46.8,129,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 10:00 AM,2020,01,04,10,52.4,143,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 11:00 AM,2020,01,04,11,62.7,155,Unhealthy,73.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 12:00 PM,2020,01,04,12,73.8,160,Unhealthy,85.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 01:00 PM,2020,01,04,13,82.4,165,Unhealthy,91.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 02:00 PM,2020,01,04,14,81.7,165,Unhealthy,81.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 03:00 PM,2020,01,04,15,80.3,164,Unhealthy,79.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 04:00 PM,2020,01,04,16,76.6,162,Unhealthy,73.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 05:00 PM,2020,01,04,17,75.3,161,Unhealthy,74.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 06:00 PM,2020,01,04,18,71.6,159,Unhealthy,68.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 07:00 PM,2020,01,04,19,75.8,161,Unhealthy,80.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 08:00 PM,2020,01,04,20,76.9,162,Unhealthy,79.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 09:00 PM,2020,01,04,21,76.9,162,Unhealthy,77.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 10:00 PM,2020,01,04,22,77.5,162,Unhealthy,79.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-04 11:00 PM,2020,01,04,23,78.7,163,Unhealthy,82.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 12:00 AM,2020,01,05,00,78.5,163,Unhealthy,78.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 01:00 AM,2020,01,05,01,76.0,162,Unhealthy,68.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 02:00 AM,2020,01,05,02,73.0,160,Unhealthy,64.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 03:00 AM,2020,01,05,03,67.2,157,Unhealthy,57.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 04:00 AM,2020,01,05,04,62.7,155,Unhealthy,55.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 05:00 AM,2020,01,05,05,54.6,148,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 06:00 AM,2020,01,05,06,52.2,142,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 07:00 AM,2020,01,05,07,48.0,132,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 08:00 AM,2020,01,05,08,42.2,117,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 09:00 AM,2020,01,05,09,36.6,104,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 10:00 AM,2020,01,05,10,30.8,90,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 11:00 AM,2020,01,05,11,29.8,88,Moderate,29.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 12:00 PM,2020,01,05,12,25.9,80,Moderate,22.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 01:00 PM,2020,01,05,13,27.4,83,Moderate,29.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 02:00 PM,2020,01,05,14,26.2,81,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 03:00 PM,2020,01,05,15,26.1,80,Moderate,26.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 04:00 PM,2020,01,05,16,25.5,79,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 05:00 PM,2020,01,05,17,24.2,76,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 06:00 PM,2020,01,05,18,24.1,76,Moderate,24.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 07:00 PM,2020,01,05,19,25.8,80,Moderate,28.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 08:00 PM,2020,01,05,20,26.9,82,Moderate,30.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 09:00 PM,2020,01,05,21,26.0,80,Moderate,24.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 10:00 PM,2020,01,05,22,24.9,78,Moderate,22.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-05 11:00 PM,2020,01,05,23,24.3,77,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 12:00 AM,2020,01,06,00,22.1,72,Moderate,19.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 01:00 AM,2020,01,06,01,19.6,67,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 02:00 AM,2020,01,06,02,18.4,64,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 03:00 AM,2020,01,06,03,15.0,57,Moderate,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 04:00 AM,2020,01,06,04,15.0,57,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 05:00 AM,2020,01,06,05,14.5,56,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 06:00 AM,2020,01,06,06,15.2,58,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 07:00 AM,2020,01,06,07,14.1,55,Moderate,13.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 08:00 AM,2020,01,06,08,17.0,61,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 09:00 AM,2020,01,06,09,19.8,67,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 10:00 AM,2020,01,06,10,20.3,68,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 11:00 AM,2020,01,06,11,18.7,65,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 12:00 PM,2020,01,06,12,15.5,58,Moderate,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 01:00 PM,2020,01,06,13,14.7,56,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 02:00 PM,2020,01,06,14,13.4,54,Moderate,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 03:00 PM,2020,01,06,15,15.1,57,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 04:00 PM,2020,01,06,16,18.9,65,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 05:00 PM,2020,01,06,17,23.0,74,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 06:00 PM,2020,01,06,18,24.5,77,Moderate,26.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 07:00 PM,2020,01,06,19,24.2,76,Moderate,24.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 08:00 PM,2020,01,06,20,25.1,78,Moderate,26.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 09:00 PM,2020,01,06,21,24.0,76,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 10:00 PM,2020,01,06,22,23.0,74,Moderate,22.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-06 11:00 PM,2020,01,06,23,20.0,68,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 12:00 AM,2020,01,07,00,16.0,59,Moderate,12.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 01:00 AM,2020,01,07,01,15.5,58,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 02:00 AM,2020,01,07,02,17.7,63,Moderate,20.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 03:00 AM,2020,01,07,03,16.8,61,Moderate,16.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 04:00 AM,2020,01,07,04,15.4,58,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 05:00 AM,2020,01,07,05,16.2,60,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 06:00 AM,2020,01,07,06,13.6,54,Moderate,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 07:00 AM,2020,01,07,07,14.3,56,Moderate,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 08:00 AM,2020,01,07,08,15.6,58,Moderate,17.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 09:00 AM,2020,01,07,09,20.3,68,Moderate,25.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 10:00 AM,2020,01,07,10,25.1,78,Moderate,30.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 11:00 AM,2020,01,07,11,34.0,97,Moderate,43.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 12:00 PM,2020,01,07,12,66.0,156,Unhealthy,98.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 01:00 PM,2020,01,07,13,83.5,165,Unhealthy,101.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 02:00 PM,2020,01,07,14,75.7,161,Unhealthy,68.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 03:00 PM,2020,01,07,15,56.8,152,Unhealthy,38.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 04:00 PM,2020,01,07,16,35.9,102,Unhealthy for Sensitive Groups,15.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 05:00 PM,2020,01,07,17,23.4,75,Moderate,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 06:00 PM,2020,01,07,18,17.2,62,Moderate,11.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 07:00 PM,2020,01,07,19,15.6,58,Moderate,14.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 08:00 PM,2020,01,07,20,18.3,64,Moderate,21.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 09:00 PM,2020,01,07,21,20.6,69,Moderate,23.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 10:00 PM,2020,01,07,22,24.8,78,Moderate,29.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-07 11:00 PM,2020,01,07,23,27.9,84,Moderate,31.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 12:00 AM,2020,01,08,00,24.9,78,Moderate,22.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 01:00 AM,2020,01,08,01,23.4,75,Moderate,22.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 02:00 AM,2020,01,08,02,24.7,77,Moderate,26.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 03:00 AM,2020,01,08,03,26.8,82,Moderate,29.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 04:00 AM,2020,01,08,04,26.9,82,Moderate,27.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 05:00 AM,2020,01,08,05,28.9,86,Moderate,31.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 06:00 AM,2020,01,08,06,31.4,92,Moderate,34.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 07:00 AM,2020,01,08,07,31.8,92,Moderate,34.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 08:00 AM,2020,01,08,08,37.0,105,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 09:00 AM,2020,01,08,09,42.1,117,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 10:00 AM,2020,01,08,10,45.0,124,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 11:00 AM,2020,01,08,11,47.5,131,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 12:00 PM,2020,01,08,12,52.2,142,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 01:00 PM,2020,01,08,13,53.6,146,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 02:00 PM,2020,01,08,14,51.8,141,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 03:00 PM,2020,01,08,15,48.9,134,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 04:00 PM,2020,01,08,16,50.8,139,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 05:00 PM,2020,01,08,17,48.8,134,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 06:00 PM,2020,01,08,18,44.8,124,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Shanghai,PM2.5 - Principal,2020-01-08 07:00 PM,2020,01,08,19,43.1,120,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
